Text,label
"RT @tsegamahder3 : How is it that a full-blown genocide is allowed to continue today? Millions in Tigray face imminent death, Congress should act and not allow Ethiopia to starve millions. #SupportS3199 @JohnKennedyLA @LeaderMcConnell @JerryMoran @RogerMarshallM https://t.co/n3KZelKXL1",0
"RT @TweetyMontgome1 : When did Putin start War with the World and not Ukraine President Zelensky! 馃槼 Why should I be preparing for being Nuked馃槺 over here in the US! If the invasion is going on over there!馃 馃
https://t.co/8m6KaWm4UO",0
"@IAPonomarenko They will be in Heaven.

Putin will be in Hell.

He will experience MISERY. https://t.co/NMcQVGr0NP",0
"RT @votevets : Many members of Congress have been sanctioned by Russia, including several endorsed by VoteVets. One thing is certain鈥攂eing sanctioned by Russia is a badge of honor. 
Putin's atrocities must be called out, and it's imperative that we continue to support Ukraine.
#StandWithUkraine https://t.co/5IgFBdHw3i",1
@TheRealHoarse It鈥檚 weird that they worship this invisible sky creature who allows Putin to exist.,0
"@IAPonomarenko This Russian ""intelligentsia"" is stupid after all. They put Stalin, Putin and Pushkin on the same level",0
"@AnonOpsSE 馃ぃ馃ぃ馃ぃMy mother a very wise lady, used to say, when advising me not to befriend one person or another 芦聽birds of a feather flock together聽禄 This association is going to bite Marie Le Putin馃槣 on the derri猫re.",1
@DObomero @obaroddy @Pressleyanfield @banksrichboyy @Abdulhafeez_91 @habszy @ThisIsAdemuyiwa They banned someone because they felt he鈥檚 close lol鈥 you now want Putin to allow a whole military base of them in his backyard??? https://t.co/gWohksUA8b,1
"RT @JamesClimateGuy : EU is setting an oil embargo against Russia

This action will obliterate Putin

There will be a cost to the world economy

But if we have to choose life over money

I know where I stand !

Get rid of this war criminal once and for all!!

#wtpBLUE #wtpEARTH https://t.co/FOb5Yuw8y5",0
"RT @JuliaDavisNews : More genocidal talk on Russian state TV: pundit agrees that Putin's goal is to erase the very idea of being a Ukrainian. He finds even the name, ""Ukrainians,"" to be an insult and sees no reason for that entire nation or nationality to exist outside of ""Russian"" identity. https://t.co/ev0qWQV1Zf",1
RT @RonnyJacksonTX : It鈥檚 an HONOR to be officially sanctioned by Putin鈥檚 tyrannical government! https://t.co/YMDzkuICke,1
"RT @VanityFair : Bill Browder, once the largest foreign investor in Russia, has been warning about Putin and Russian oligarchs for more than a decade. https://t.co/KhOQmUrFjV",1
"Truth is the strongest antidote. Witness the story of Alexey Navalny, Vladimir Putin鈥檚 biggest threat. 

Navalny premieres on #CNNPlus on April 14. Subscribe here to stream: https://t.co/jFtKVjYlTg https://t.co/LzQcOPXtVR",1
Zelenskiy reportedly asks Biden to name Russia a state sponsor of terrorism 鈥 live https://t.co/jwJtzK5kFY,1
RT @TheWeekUK : Putin may have underestimated the capability of Ukrainian forces.,1
"The West must use calculated aggression to expose Putin's weak hand, Jason Pack writes. 
https://t.co/OBg6QI5G16",1
Question does Putin want a war with NATO? We have superior weapons jointly we have larger military. Question is Putin that insane. He should sue for peace.,0
"If #Putin ends up dropping a couple of nukes on the UK, we could end up being the migrants.
@LBC @_NatashaDevon",1
"RT @NickKnudsenUS : Important new video from Ukraine鈥檚 Ministry of Foreign Affairs. Please watch and share.

The direct appeal to us: be careful to only share *verified* information about the war.

We can all play a part in defeating Putin鈥檚 propaganda. #FreedomForUkraine 
https://t.co/881TDd9i33",1
@RepTenney You should keep arguments with your friends between you and them. Just discuss this with Putin next time you鈥檙e both in line at Trump鈥檚 all-you-can-eat buffet at Mar-a-Lago.,1
RT @YourAnonOne : The #Anonymous collective has sent 7.000.000 anti-war texts to Russian cell phone users to tell them the truth about Putin's invasion of #Ukraine.,1
"Putin thought Ukraine war was a missile to Nato. It may be a boomerang
https://t.co/GHzB5HDQvU",1
"RT @Veronicaromm : Putin: You sunk my Battleship. 
Zelenskyy: 馃挜",1
"RT @joncoopertweets : BOOM! In a major blow to Putin, Poland has BANNED Russian coal imports.

If you are DELIGHTED every time Russia is delivered a major financial blow, follow @CalltoActivism so you don't miss any time Putin is defeated!",1
@joncoopertweets Putin owns trump. Remember those peepee tapes. They are real,1
@tech5960 @POTUS @swedense @FinGovernment Sweden and Finland cannot back down from Putin because if they do Putin will continue threatening any Nation he wants with his Nukes.,1
"RT @navalny : 1/31 In order to kill Ukrainians, Putin badly needs the war to be supported inside Russia. And the first thing to understand is that there is no 75% support of war with Ukraine in Russia. This is yet another Kremlin鈥檚 lie.",1
"馃嚚馃嚘@RussiaUN It is puzzle why #Putin promotes #Genocide, &amp; does it in #GenocideAwarenessMonth. He could be a madman like Hitler. #Kaliningrad #Murmansk #Minsk
#Crimea #Rostov #Bryansk #Orel #Belgorod #Sochi https://t.co/fxjma1uwPp",1
"RT @OccupyDemocrats : BREAKING: Retired Lt. Colonel Alexander Vindman says that Trump's ""word vomit"" about Putin proves that he lacks ""intellect"" and his mental faculties have ""devolved"" and ""spiraled down"" so badly that he's ""incapable"" of ""coherent thoughts."" RT IF YOU THINK VINDMAN NAILED IT!",0
Maybe Trump is afraid to say Putin is evil because he is afraid of being poisoned. Love it!,1
"@MissusG13 @cnnbrk When you get Russia to stop the shooting ,since they started this War,we made see some progress! Do not hold your breathe,Mr Putin will not stop unless forced!",0
"RT @Tsiyon_hermon : 鈥淎s we speak, people are dying of starvation. This is one of the longest and worst sieges by both Eritrean and Ethiopian forces in modern history.鈥 Please amplify #TigrayGenocide during #GenocideAwarenessMonth. @Essence @BlackNews @Blklivesmatter https://t.co/GAfmDMk81D",0
"RT @Craftmastah : 鈥淧utin鈥檚 Price Hike鈥 is not sticking because Americans know everything changed for the worst the moment Biden got into office.

#BidenIsALaughingstock 
#Bidenflation 
Dementia Joe https://t.co/GheaysIZBI",0
"RT @JohnGHendy : Is Putin afraid of humor?

鈥淰ery much so,鈥 Zelensky said.

This conversation between Zelensky, @JeffreyGoldberg, and @anneapplebaum is unlike any other I've read: https://t.co/S8tzEn4EUj",1
"RT @ukraine_world : 鈿Zelensky in an interview to @CNN : ""all of the countries of the world"" should be prepared for the possibility that Russian President Vladimir Putin could use tactical nuclear weapons in his war on Ukraine.",1
"RT @nytimes : Russia sent a series of warnings to the Biden administration, including a formal diplomatic protest this week, demanding that it halt shipment of weapons to Ukraine that could strike into Russian territory, or risk unspecified 鈥渦npredictable consequences.鈥 https://t.co/ESRs87wrwM",1
"RT @nytimes : Ramzan Kadyrov, the leader of Chechnya, is accused of gruesome human rights abuses and is a close ally of President Vladimir Putin. Yet several athletes in the world of UFC and mixed martial arts have kept ties with him. https://t.co/axTSW6845c",1
"RT @BMUSTINILDH : 6 of lunatic Putin's Donbas criminals and thugs captured.
Together with 16 Russian BPMs and 5 BTR-81A.

#kyiv #mariupol #ukraine #kharkiv #russia #m芯褋泻胁邪 #袪芯褋褋懈褟 #sumy #izyum #kramatorsk #Kherson https://t.co/JWLvIfD0pE",0
"RT @nexta_tv : The Washington Post's source in the #US government confirmed that cruiser ""#Moskva"" was hit by #Ukrainian missile

#Russian Defense Ministry continues to claim that for an unknown reason there was a fire on the #cruiser, which caused ammunition to explode.
https://t.co/RV1GWQUNC1",1
@McFaul @POTUS Putin isn鈥檛 going to do something that will bring Nato in to stop him and capture him. He just wants everyone to be afraid of him.,1
"RT @RepCharlieCrist : Pinellas has spoken, &amp; the result is overwhelming 鈥 nearly 94% support divestment of Florida taxpayer funds from Russian companies helping fund Putin鈥檚 war. It's past time for FL leaders and @GovRonDeSantis to listen to the will of Floridians. Get taxpayer money away from Putin! https://t.co/Yq4wOT6Sir",0
RT @VelshiMSNBC : Russian opposition politician @vkaramurza says 鈥渟o-called opinion poll numbers鈥 alleging vast support for Putin鈥檚 invasion of Ukraine are 鈥渕eaningless in an authoritarian state where people have no access to objective information鈥 #Velshi https://t.co/K0eHsQV9Ts,0
@mrsorokaa More young men sent to die to feed Putin鈥檚 ego.,0
"@st_boniface_axe If this is true I hope Putin just lets the bear lose and takes the country. 

Monstrous move on their part. People forget even if the war is unjust they cannot become savages themselves",0
"RT @SamRamani1 : This conspiracy appears to be an adaptation of Alexander Dugin's Dublin to Vladivostok illiberal Russian Empire that will challenge U.S. hegemony

But this rhetoric is expressed within Putin's inner sanctum, as Dmitri Medvedev discussed a Lisbon to Vladivostok united Eurasia",1
"RT @LibsInAmerica : 'Suck It, Putin!': Stephen Colbert Taunts Russia After Most Humbling Ukraine Moment Yet 
https://t.co/CY16latek4",0
"RT @k_sonin : Two symbols of Putin's Russia. Cruiser Moscow, the flagship of the Black Sea Fleet, sank today. Cost: $750 mln. Dilbar, a luxury yacht of a Putin's close associate, seized today. Cost: $800 mln. https://t.co/9s6HQTEykE",1
RT @Sifill_LDF : Trump first said this in Aug 1016 on 60 Minutes &amp; clearly didn鈥檛 know that Putin had already invaded the Crimea &amp; that the Crimea was part of Ukraine. Also I can鈥檛 imagine Putin (or any world leader) confiding their plans to Trump knowing Trump鈥檚 indiscretion. https://t.co/Lu4utLYMCf,1
"RT @propornot : BREAKING: This is a strong indicator that Putin has escalated planning of a nuclear strike on Kyiv... Russian state propaganda has started talking about how they're supposedly ""not planning a nuclear strike either on the Donbass or on Kiev. It's even stupid to talk about it"" /1 https://t.co/1IgnQC6Gqd",1
@mkolken #TrumpCoupAttempt was in purpose to destroy our country and Democracy and install communism to rule with his friend Putin. Orange julius belongs to prison.,0
The war in Ukraine is set to enter a bloody new phase as Vladimir Putin prepares an offensive in the east. The question is whether President Biden will summon the mettle to make sure America鈥檚 friends win. https://t.co/1iD5MKsC4j via @WSJOpinion,1
"@deanandersonnyc @mark_madel @MalcolmNance @Inconce57494141 @lobster_kai @bc1313z @andersostlund Fighting an invading country isn鈥檛 a civil war. 

Zelensky is a duly elected leader of a democracy. Unlike Putin. 

Get lost Putinist.",1
"RT @FareedZakaria : The only pressure that will force Russia to the negotiating table is military defeat 鈥 in the south. Putin鈥檚 Plan A failed, but we cannot let his Plan B succeed.

My latest column: https://t.co/s1KN5x51Ks",1
"RT @RihaXelfetiAri6 : Turkey slaughtered the Kurds after they defeat ISIS. I don't think they have a problem with what Putin is doing to Ukraine.
#NoJetsForTurkey https://t.co/pBqTHkLNVS",1
"RT @anders_aslund : Last night, Russia bombed civilian centers in all Ukraine's currently 14 regions. Everybody sees it as Putin's personal revenge for Ukraine's sinking of the cruiser Moskva, which he does not recognize. How can Russia be ruled by a tyrant with the mindset of a toddler?",0
"@WarrenJWells When you cook with gas, you cook with Putin! https://t.co/Jioefu5YCE",1
"RT @PoppyLatte : This is horrible, all because Putin wanted to look tough. Remember, trump likes Putin. He thinks he is a ""genius"". The #GOPTraitorsToDemocracy supports trump. The only reaction to that is that this is what Republicans want for America. https://t.co/BsLz7cF80W",0
"RT @DanRather : Funny how Putin keeps losing but uses propaganda and sycophants to claim he鈥檚 winning. Sounds familiar, but I can鈥檛 place it exactly.",0
RT @WorldAffairsPro : It鈥檚 been 50 days since Russia invaded #Ukraine. Putin is shifting the goal posts. The West must too. My OpEd: https://t.co/d1DPbWoXB1 #UkraineRussiaWar,1
"RT @McFaul : Putin is losing badly in Ukraine. He has failed to achieve any of his major objectives -- no demilitarization, no denazification (aka regime change), no integration of the alleged single nation, not even occupation of a single major city. But the war is not over.",0
"RT @FPWellman : If you want to lecture me about being a bad person for celebrating Russian losses...save your time. I've been to war. I've lost men. Putin sent them but its Russian troops slaughtering, looting and raping Ukraine. They made that choice on the ground. I'm not mourning them.",0
"RT @ThinkJoMice : Sen Steve Daines (R-MT) and Rep Victoria Spartz (R-IN) visited Kyiv and the mass graves in Bucha

Daines said 鈥淎merica and the world need to know about Putin鈥檚 atrocities against the innocent people of Ukraine now, not after time has passed

#DemVoice1 #BlueVoices 1/1",1
"RT @RussianEmbassy : President #Putin: In the modern complex world, no single country will be able to keep its total dominance. Today we are witnessing the break-up of the unipolar world that was formed after the collapse of the Soviet Union. https://t.co/9pv4SEaplY",0
"To the poor sods in Russia eating Putin's bullshite 馃嚭馃嚘馃嚞馃嚙
#SlavaUkraini https://t.co/pvlNePNAZI",0
RT @anders_aslund : Watch this! Mariupol looks like Warsaw after World War II: complete destruction. Putin is as bad as Hitler and should be treated accordingly. https://t.co/FZSY6r6dGH,0
"RT @Galtigr53951457 : ""Many of the principles that Blinken enunciated regarding Russian aggression in Ukraine also apply perfectly to the conflict in the Ethiopian region of Tigray."" So why is the world ignoring these black lives? @violadavis @rihanna #GenocideAwarenessMonth https://t.co/MR4B4WyRu9",0
"RT @JuliaDavisNews : More genocidal talk on Russian state TV: pundit agrees that Putin's goal is to erase the very idea of being a Ukrainian. He finds even the name, ""Ukrainians,"" to be an insult and sees no reason for that entire nation or nationality to exist outside of ""Russian"" identity. https://t.co/ev0qWQV1Zf",1
"RT @paulapoundstone : Dear Putin, I am hoping that, in the quiet of this religious holiday weekend, you can find some time to go fuck yourself.",0
"RT @DietmarPichler1 : Journalists missed monitoring of Russian media: The weeks before February 14th was dominated by Putin's 
and Lavrov's diplomacy speeches and ""negotiations"", but in Russian media, you could already see what they really thought about Ukraine for years",1
"RT @KibatTigraweyti : 鈥淎s we speak, people are dying of starvation. This is one of the longest and worst sieges by both Eritrean and Ethiopian forces in modern history.鈥 Please amplify #TigrayGenocide during #GenocideAwarenessMonth. @Essence @BlackNews @Blklivesmatter https://t.co/w9UHxjmFdP",0
RT @ProjectLincoln : Still weak. Still compromised. Still loyal to Putin. https://t.co/Evhklhuiav,1
"RT @duty1warn : As we watch both Ukraine and American democracy getting attacked, I wonder - other than Putin and Trump - is there a single individual more sinister and more responsible for both, than Paul Manafort?",1
"RT @ABC : ""At the very end, we are not enemies, we are people!""

A woman who's son was killed by Russian troops in Bucha, Ukraine, sits down with @jamesaalongman 鈥 and delivers a powerful message to Russian Pres. Vladimir Putin. https://t.co/jxJ0qFG1Vo https://t.co/7pIY4u0sPz",1
"@Kasparov63 The馃寧needs to remove #PutinHitler and his followers,specifically.
Putin will threaten馃寧with consequences to save himself.
No matter.
The future of democracy&amp;humanity requires the defeat and removal of Putin.
馃寧 Must stay the course.
#ArmUkraineNow
#StandWithUkraine
#EU
#USA
#NATO",1
"@PoppyLatte I gained a little hope whenever Trump said Putin was a genius for doing this. Everything he touches, endorses...etc, is doomed to failure, and just turns to shit.",1
"@SamRamani1 Jake Sullivan: 鈥淏efore the war began, declassified intelligence ""indicated that there was a plan from the highest levels of the Russian government to target civilians who oppose the invasion.""鈥

Putin did this, was all planned. They passed out Viagra too. To facilitate the rapes.",1
Is Putin stupid or crazy enough to start WW3? https://t.co/1LuYzhEDBU,0
Graham's visit was AFTER Putin's 1014 invasion of Ukraine.,1
"@michaelrulli Who Cares? When can I expect YOUR 10%, Mr. Putin's?",0
"RT @EndGameWW3 : Exclusive: Zelensky says world should be prepared for possibility Putin could use nuclear weapons
https://t.co/mOWaUpGzvy",1
"RT @AliAdair11 : 馃檶 Twice-Putin poisoned Vladimir Kara-Murza: 鈥淩ussia will be free. I鈥檝e never been so sure.鈥

Doctors told Kara-Murza he wouldn鈥檛 survive a third poisoning. He鈥檚 now in a Russian jail.

https://t.co/TwQ6LnaCMF",1
"@ToroInnov @bbenson5000 @djrothkopf @Twitter @elonmusk News, a Witch Hunt, or a Hoax. Putin perfected the use of disinformation Trump was already quite familiar with. You see, the repetition of disinformation, lies &amp; conspiracy theories is a very well known form of psychological indoctrination. Psychological studies have long...",0
"RT @newsmax : Viktor Medvedchuk, a fugitive who was the most prominent representative of pro-Russian political factions in Ukraine and a friend of Russian President Vladimir Putin, has been found and arrested by Ukraine's secret services. https://t.co/5KRU4vX071 https://t.co/3RoORVzn8r",1
"No s**t!!! This is why the U.S. should have stayed OUT of this, we are ALL F'ED AT THIS POINT. #Zelensky says world should worry about Putin using a tactical nukes https://t.co/tODLekNPny @MailOnline",0
"RT @nickreeves9876 : Russia has an existential choice between becoming a prosperous and influential European democracy or a broken and impoverished Chinese vassal state.

Russian nationalists must grasp that Putin is leading their country to the worst disaster in its history.",1
"RT @navalny : 1/31 Truth and free information hit Putin's insane regime just as hard as Javelins.
This is a thread about opening the second front against the war criminal from the Kremlin 鈥 the informational front.",1
"RT @KusuWeyenti : How is it that a full-blown genocide is allowed to continue today? Millions in Tigray face imminent death, Congress should act and not allow Ethiopia to starve millions. #SupportS3199 @JohnKennedyLA @LeaderMcConnell @JerryMoran @RogerMarshallM https://t.co/k8QxzfURjH",0
RT @joncoopertweets : Why does Trump find it simply IMPOSSIBLE to condemn Putin?,1
"RT @JuliaDavisNews : More genocidal talk on Russian state TV: pundit agrees that Putin's goal is to erase the very idea of being a Ukrainian. He finds even the name, ""Ukrainians,"" to be an insult and sees no reason for that entire nation or nationality to exist outside of ""Russian"" identity. https://t.co/ev0qWQV1Zf",1
RT @EileenMarieSar1 : You know why Trump refuses to condemn Putin. Because Putin installed Trump.,0
